loan_id,no_of_dependents,education,employment_type,income_annum,loan_amount,loan_term,cibil_score,bank_asset_value,loan_status
940,3,Not Graduate,1,4700000,12800000,192,740,6100000,Approved
941,5,Graduate,1,7600000,20000000,120,522,4300000,Rejected
942,4,Graduate,0,7200000,16900000,48,702,9600000,Approved
943,4,Not Graduate,1,1400000,4300000,192,447,1000000,Rejected
944,5,Graduate,0,1400000,2900000,48,829,1600000,Approved
945,2,Graduate,0,7900000,18500000,216,727,7100000,Approved
946,5,Not Graduate,1,7600000,18700000,168,509,3700000,Rejected
947,3,Graduate,1,9600000,34200000,24,745,6700000,Approved
948,1,Not Graduate,0,2300000,6600000,216,513,1600000,Rejected
949,2,Not Graduate,0,8100000,18500000,72,372,7900000,Rejected
950,2,Graduate,1,300000,700000,48,411,100000,Rejected
951,4,Graduate,0,4700000,10800000,240,495,4500000,Rejected
952,5,Not Graduate,0,1100000,2500000,48,827,600000,Approved
953,4,Not Graduate,0,8600000,25100000,72,820,8300000,Approved
954,5,Graduate,1,8700000,28100000,120,660,10100000,Approved
955,0,Not Graduate,0,2200000,8600000,48,563,2800000,Approved
956,1,Not Graduate,1,500000,1400000,120,883,300000,Approved
957,0,Not Graduate,1,9100000,22000000,144,387,7000000,Rejected
958,1,Graduate,0,2200000,8700000,144,613,2400000,Approved
959,0,Not Graduate,1,2200000,8000000,168,335,2900000,Rejected
960,1,Graduate,1,9600000,34500000,24,795,9300000,Approved
961,1,Graduate,1,6500000,13900000,96,369,8300000,Rejected
962,4,Graduate,1,2400000,7400000,216,888,3200000,Approved
963,4,Not Graduate,0,5500000,12300000,72,742,4300000,Approved
964,0,Graduate,0,5000000,14400000,48,874,3900000,Approved
965,1,Graduate,0,2700000,8100000,192,691,2100000,Approved
966,3,Not Graduate,1,8500000,30300000,144,762,4200000,Approved
967,1,Graduate,0,4400000,10700000,216,324,5400000,Rejected
968,4,Not Graduate,0,500000,1800000,240,777,200000,Approved
969,0,Graduate,0,8300000,21400000,24,662,10200000,Approved
970,2,Not Graduate,1,6000000,13000000,144,462,5600000,Rejected
971,3,Not Graduate,1,4000000,10400000,168,609,4600000,Approved
972,5,Graduate,1,4400000,11700000,240,590,2300000,Approved
973,3,Graduate,1,4400000,15800000,216,779,3600000,Approved
974,2,Graduate,1,1900000,5000000,168,641,2400000,Approved
975,0,Graduate,1,5000000,18400000,144,752,6500000,Approved
976,0,Graduate,0,8000000,23700000,120,305,12000000,Rejected
977,4,Not Graduate,0,8200000,20700000,120,546,10600000,Rejected
978,2,Graduate,0,7000000,24200000,96,833,9100000,Approved
979,2,Not Graduate,0,2400000,8800000,216,421,1400000,Rejected
980,5,Graduate,0,6600000,18800000,48,639,4300000,Approved
981,3,Graduate,0,3200000,6900000,240,735,3100000,Approved
982,0,Not Graduate,1,2600000,5400000,24,377,2700000,Rejected
983,3,Not Graduate,0,6900000,15600000,240,310,4800000,Rejected
984,4,Graduate,0,4800000,14000000,24,695,4600000,Approved
985,1,Not Graduate,1,300000,1200000,48,355,200000,Approved
986,1,Not Graduate,1,4300000,14100000,144,525,5500000,Rejected
987,5,Not Graduate,0,700000,2400000,240,330,500000,Rejected
988,5,Graduate,0,9400000,25800000,168,625,11100000,Approved
989,3,Not Graduate,1,800000,2900000,120,644,400000,Approved
990,5,Not Graduate,0,4400000,14900000,48,865,3500000,Approved
991,1,Graduate,1,4700000,14800000,72,661,6400000,Approved
992,2,Not Graduate,0,2300000,5000000,96,884,1500000,Approved
993,5,Graduate,1,8500000,26700000,120,803,9600000,Approved
994,2,Graduate,0,7600000,28300000,144,800,7800000,Approved
995,2,Graduate,0,3200000,12600000,216,796,2000000,Approved
996,4,Not Graduate,0,2400000,5000000,48,716,1400000,Approved
997,0,Graduate,1,500000,1100000,216,479,600000,Rejected
998,3,Not Graduate,1,8500000,28300000,24,810,10700000,Approved
999,0,Graduate,1,8900000,20900000,216,568,5300000,Approved
1000,0,Graduate,0,2800000,5600000,96,842,1900000,Approved
1001,3,Not Graduate,1,2900000,7000000,48,806,3000000,Approved
1002,1,Graduate,1,4900000,17700000,96,722,3000000,Approved
1003,5,Not Graduate,0,9600000,20700000,168,442,8200000,Rejected
1004,3,Graduate,1,3300000,9800000,72,360,4400000,Rejected
1005,3,Not Graduate,0,2800000,5900000,48,461,2800000,Rejected
1006,2,Graduate,0,7800000,22200000,120,735,6900000,Approved
1007,4,Graduate,1,2500000,8400000,144,761,1600000,Approved
1008,0,Graduate,0,4400000,10600000,240,653,5400000,Approved
1009,0,Not Graduate,0,7900000,30800000,48,726,5500000,Approved
1010,1,Graduate,0,8900000,22600000,216,617,11700000,Approved
1011,0,Graduate,0,5600000,13400000,24,460,4100000,Rejected
1012,1,Not Graduate,0,1400000,3300000,96,306,800000,Rejected
1013,5,Graduate,1,500000,1400000,48,471,300000,Rejected
1014,1,Graduate,1,5100000,15300000,48,628,2700000,Approved
1015,3,Graduate,0,9800000,25600000,120,404,11500000,Rejected
1016,2,Graduate,1,8600000,21600000,192,804,7100000,Approved
1017,3,Not Graduate,0,1600000,3900000,240,804,800000,Approved
1018,1,Not Graduate,1,2500000,6700000,24,502,1400000,Rejected
1019,0,Graduate,0,9500000,22600000,72,861,5600000,Approved
1020,2,Not Graduate,1,3000000,7800000,168,555,1700000,Approved
1021,0,Not Graduate,0,5100000,13600000,216,351,7600000,Rejected
1022,2,Not Graduate,1,7600000,23600000,72,358,10900000,Rejected
1023,5,Graduate,0,8800000,18800000,168,836,5400000,Approved
1024,4,Not Graduate,1,1100000,2900000,48,554,1600000,Approved
1025,3,Graduate,0,8700000,30500000,24,443,8100000,Approved
1026,5,Not Graduate,0,6100000,23600000,48,725,4800000,Approved
1027,2,Not Graduate,1,1900000,7000000,168,818,2100000,Approved
1028,1,Not Graduate,0,9900000,38700000,72,670,6500000,Approved
1029,0,Graduate,0,5800000,21100000,72,414,5600000,Rejected
1030,2,Not Graduate,1,9500000,37000000,96,887,11700000,Approved
1031,3,Graduate,1,7900000,26600000,144,409,8700000,Rejected
1032,1,Not Graduate,1,1300000,4500000,168,679,1600000,Approved
1033,4,Graduate,1,700000,2600000,216,478,300000,Rejected
1034,3,Graduate,0,600000,1200000,24,752,700000,Approved
1035,0,Graduate,0,9400000,33000000,48,616,7800000,Approved
1036,2,Not Graduate,1,3800000,12500000,168,842,5300000,Approved
1037,3,Graduate,1,7800000,26300000,240,840,5300000,Approved
1038,3,Graduate,1,7800000,27700000,72,430,5300000,Rejected
1039,4,Not Graduate,0,2700000,7000000,48,351,2700000,Rejected
1040,5,Not Graduate,0,600000,2300000,48,347,200000,Rejected
1041,3,Not Graduate,1,8000000,28800000,120,576,11900000,Approved
1042,0,Not Graduate,1,4000000,11000000,96,799,4200000,Approved
1043,1,Not Graduate,1,3300000,10800000,24,550,4700000,Approved
1044,2,Graduate,0,5800000,13300000,48,878,4500000,Approved
1045,3,Graduate,1,2400000,4800000,144,895,3300000,Approved
1046,4,Not Graduate,0,7600000,29700000,72,603,11000000,Approved
1047,2,Not Graduate,1,2500000,6900000,144,325,3600000,Rejected
1048,2,Graduate,0,3300000,11800000,48,393,2600000,Approved
1049,3,Graduate,0,9800000,30300000,24,612,5600000,Approved
1050,0,Graduate,1,1000000,3800000,96,553,1300000,Approved
1051,0,Not Graduate,1,2500000,8800000,168,389,3600000,Rejected
1052,0,Graduate,0,1900000,6800000,48,782,2400000,Approved
1053,3,Graduate,0,3100000,8500000,144,493,2000000,Rejected
1054,5,Graduate,1,6000000,11900000,24,629,4200000,Approved
1055,5,Not Graduate,0,6500000,21600000,120,419,6600000,Rejected
1056,2,Not Graduate,1,5900000,15800000,24,444,5500000,Rejected
1057,5,Not Graduate,1,6500000,15800000,192,301,7100000,Rejected
1058,0,Graduate,1,3800000,11200000,240,479,5400000,Rejected
1059,3,Not Graduate,1,3000000,11400000,120,424,1500000,Rejected
1060,0,Graduate,0,4300000,16900000,216,469,6200000,Rejected
1061,4,Not Graduate,1,3500000,8300000,24,897,1800000,Approved
1062,3,Not Graduate,0,300000,500000,24,477,400000,Rejected
1063,3,Not Graduate,1,600000,1400000,192,509,900000,Rejected
1064,0,Graduate,1,800000,1700000,48,752,400000,Approved
1065,0,Not Graduate,1,5600000,19100000,168,875,7700000,Approved
1066,2,Not Graduate,1,1800000,3600000,48,343,1500000,Rejected
1067,0,Graduate,0,6800000,20800000,240,819,8000000,Approved
1068,2,Graduate,1,4200000,16800000,24,433,3700000,Approved
1069,1,Not Graduate,1,200000,400000,72,768,0,Approved
1070,2,Graduate,1,8500000,31800000,72,714,5600000,Approved
1071,2,Not Graduate,1,2800000,10100000,192,531,4100000,Rejected
1072,0,Graduate,1,3600000,8600000,72,529,5200000,Rejected
1073,1,Not Graduate,0,6200000,19500000,240,448,8000000,Rejected
1074,1,Graduate,0,2700000,10000000,24,584,3400000,Approved
1075,1,Graduate,0,6800000,22900000,48,501,4400000,Approved
1076,2,Not Graduate,0,6300000,24500000,216,848,8200000,Approved
1077,4,Not Graduate,0,8800000,19100000,72,586,12400000,Approved
1078,1,Graduate,0,5900000,13000000,24,386,3800000,Rejected
1079,5,Not Graduate,1,9800000,37900000,216,301,6200000,Rejected
1080,2,Graduate,0,3300000,8300000,72,653,4600000,Approved
1081,4,Graduate,1,300000,500000,168,448,100000,Rejected
1082,1,Not Graduate,1,4800000,11600000,192,696,6500000,Approved
1083,1,Graduate,0,7500000,28300000,192,707,6700000,Approved
1084,2,Not Graduate,0,8600000,21700000,48,429,6000000,Rejected
1085,4,Not Graduate,0,8900000,21100000,72,631,6200000,Approved
1086,5,Not Graduate,1,9600000,29600000,48,446,13200000,Approved
1087,0,Graduate,1,7700000,18100000,216,705,6300000,Approved
1088,3,Not Graduate,1,7000000,15200000,24,709,4000000,Approved
1089,4,Not Graduate,1,7800000,19500000,168,739,4400000,Approved
1090,3,Graduate,0,5100000,11000000,72,336,7500000,Rejected
1091,4,Graduate,0,9400000,32600000,48,898,10200000,Approved
1092,4,Not Graduate,1,600000,2100000,72,558,300000,Approved
1093,3,Graduate,0,5100000,13300000,48,589,6100000,Approved
1094,2,Graduate,1,3800000,14400000,24,301,2400000,Rejected
1095,2,Not Graduate,1,5300000,21200000,168,516,7700000,Rejected
1096,5,Not Graduate,0,1100000,3600000,144,315,1400000,Rejected
1097,3,Not Graduate,0,6400000,14400000,120,546,5100000,Rejected
1098,0,Not Graduate,1,5100000,14500000,168,559,6000000,Approved
1099,3,Graduate,1,5300000,16900000,24,350,6800000,Approved
1100,1,Graduate,0,6700000,18700000,96,583,6900000,Approved
1101,2,Not Graduate,0,4000000,9400000,96,874,4800000,Approved
1102,2,Not Graduate,1,3900000,11600000,96,808,5000000,Approved
1103,1,Graduate,1,1600000,4900000,192,487,2000000,Rejected
1104,3,Graduate,0,2700000,7800000,168,870,2100000,Approved
1105,3,Graduate,0,1400000,3800000,96,840,1500000,Approved
1106,4,Not Graduate,1,8000000,19200000,216,682,5300000,Approved
1107,3,Graduate,1,8200000,28900000,120,668,10900000,Approved
1108,5,Graduate,1,4800000,10300000,96,781,4300000,Approved
1109,4,Graduate,0,8100000,19000000,72,375,11900000,Rejected
1110,4,Not Graduate,0,5900000,14900000,168,857,3500000,Approved
1111,5,Graduate,1,8100000,32100000,72,823,6500000,Approved
1112,0,Graduate,0,1400000,5000000,96,686,1500000,Approved
1113,1,Graduate,0,1600000,6300000,24,721,900000,Approved
1114,4,Graduate,0,4600000,9400000,216,545,6300000,Rejected
1115,1,Not Graduate,0,2900000,8900000,72,523,1800000,Rejected
1116,2,Graduate,1,8600000,24900000,240,607,5400000,Approved
1117,4,Not Graduate,0,3800000,14900000,240,428,2500000,Rejected
1118,0,Not Graduate,0,8200000,20300000,48,666,7800000,Approved
1119,3,Graduate,0,3200000,10100000,240,704,3900000,Approved
1120,0,Not Graduate,1,8100000,23800000,120,794,8800000,Approved
1121,1,Graduate,1,9800000,23300000,144,430,13900000,Rejected
1122,0,Not Graduate,0,200000,500000,240,615,200000,Approved
1123,0,Not Graduate,0,6600000,14100000,240,360,7800000,Rejected
1124,0,Not Graduate,0,9100000,18300000,168,458,10000000,Rejected
1125,2,Not Graduate,0,5500000,20400000,144,887,3300000,Approved
1126,4,Not Graduate,0,7200000,27400000,96,735,9500000,Approved
1127,1,Not Graduate,0,2400000,5600000,192,379,3400000,Rejected
1128,4,Graduate,0,9600000,25500000,240,544,11100000,Rejected
1129,1,Graduate,1,5800000,16700000,144,721,7500000,Approved
1130,4,Not Graduate,0,2300000,6000000,96,676,2200000,Approved
1131,1,Not Graduate,0,300000,1200000,48,342,200000,Approved
1132,0,Not Graduate,0,9900000,27000000,192,566,11500000,Approved
1133,2,Not Graduate,0,3500000,14000000,24,355,2900000,Approved
1134,2,Graduate,0,4800000,18500000,240,605,5800000,Approved
1135,2,Not Graduate,0,1600000,5200000,192,525,1600000,Rejected
1136,5,Graduate,1,800000,2500000,144,403,800000,Rejected
1137,1,Graduate,1,9000000,33500000,216,727,5300000,Approved
1138,1,Graduate,0,8300000,28900000,144,529,5800000,Rejected
1139,4,Graduate,0,2800000,6100000,216,415,2000000,Rejected
1140,1,Graduate,1,6400000,17300000,120,879,8200000,Approved
1141,2,Not Graduate,1,6000000,12600000,192,649,5100000,Approved
1142,0,Graduate,0,2900000,9800000,192,395,2400000,Rejected
1143,0,Graduate,0,6500000,24100000,240,488,9700000,Rejected
1144,1,Graduate,1,200000,400000,96,569,300000,Approved
1145,1,Not Graduate,0,8400000,24600000,168,817,8200000,Approved
1146,1,Graduate,1,6100000,17800000,240,706,4300000,Approved
1147,2,Graduate,1,8000000,31200000,96,553,10300000,Approved
1148,5,Not Graduate,1,900000,1800000,168,464,700000,Rejected
1149,2,Graduate,0,7300000,20000000,72,729,9100000,Approved
1150,4,Not Graduate,1,3700000,7400000,144,363,4400000,Rejected
1151,2,Graduate,0,5200000,17200000,144,565,6300000,Approved
1152,1,Graduate,0,7200000,21000000,168,421,4600000,Rejected
1153,0,Not Graduate,1,9400000,34200000,120,512,6300000,Rejected
1154,3,Not Graduate,1,3400000,12400000,24,730,4600000,Approved
1155,0,Graduate,0,600000,2300000,96,627,300000,Approved
1156,0,Not Graduate,1,3300000,10000000,192,434,4100000,Rejected
1157,2,Graduate,1,5900000,14300000,24,410,4100000,Rejected
1158,3,Not Graduate,0,1300000,3600000,192,624,1900000,Approved
1159,4,Graduate,1,5700000,16900000,48,656,8400000,Approved
1160,2,Not Graduate,0,7700000,27300000,192,758,9100000,Approved
1161,4,Not Graduate,1,7000000,23500000,216,336,7800000,Rejected
1162,5,Graduate,0,8100000,21900000,216,378,9600000,Rejected
1163,1,Graduate,1,1900000,4200000,48,620,900000,Approved
1164,2,Graduate,0,4500000,9100000,216,593,2500000,Approved
1165,0,Not Graduate,1,9600000,34000000,144,710,7800000,Approved
1166,1,Not Graduate,1,5400000,20700000,96,753,3600000,Approved
1167,1,Not Graduate,1,7800000,27200000,192,454,11400000,Rejected
1168,1,Graduate,1,8200000,19100000,96,619,6600000,Approved
1169,2,Graduate,0,8900000,28500000,72,367,9300000,Rejected
1170,1,Graduate,0,1400000,3100000,240,384,1800000,Rejected
1171,2,Graduate,0,1700000,5900000,192,610,1300000,Approved
1172,0,Graduate,0,5300000,19500000,144,802,3200000,Approved
1173,3,Graduate,0,6500000,25200000,120,858,8100000,Approved
1174,2,Graduate,0,5900000,14000000,96,599,6700000,Approved
1175,4,Graduate,1,9800000,27000000,24,395,9700000,Rejected
1176,3,Graduate,1,7700000,16200000,72,380,6400000,Rejected
1177,1,Graduate,0,7900000,27100000,120,803,6600000,Approved
1178,4,Graduate,0,3500000,8900000,240,809,3200000,Approved
1179,4,Not Graduate,0,2400000,6600000,24,722,3000000,Approved
1180,5,Graduate,0,9900000,35700000,120,392,13000000,Rejected
1181,0,Graduate,0,3900000,14500000,96,545,3400000,Rejected
1182,2,Not Graduate,1,7300000,28500000,120,799,4300000,Approved
1183,0,Graduate,1,6400000,21900000,144,727,5300000,Approved
1184,4,Graduate,0,7100000,19800000,216,530,7100000,Rejected
1185,2,Not Graduate,0,8800000,19000000,168,637,6100000,Approved
1186,5,Graduate,0,7400000,21000000,48,561,3900000,Approved
1187,2,Not Graduate,0,4400000,12000000,240,421,3400000,Rejected
1188,3,Graduate,1,8600000,30300000,168,459,9100000,Rejected
1189,3,Not Graduate,0,6900000,26000000,168,828,3600000,Approved
1190,4,Graduate,0,9600000,27500000,240,679,6300000,Approved
1191,2,Graduate,1,8100000,25700000,96,455,9500000,Rejected
1192,0,Not Graduate,0,2600000,9400000,216,879,2300000,Approved
1193,3,Graduate,1,9300000,26100000,168,636,11600000,Approved
1194,2,Not Graduate,1,2100000,5600000,192,426,1200000,Rejected
1195,4,Not Graduate,1,9000000,21500000,168,508,13100000,Rejected
1196,3,Not Graduate,1,7000000,19200000,48,768,7700000,Approved
1197,3,Not Graduate,0,2200000,6400000,240,667,2900000,Approved
1198,5,Graduate,1,7500000,28200000,24,440,6000000,Approved
1199,1,Graduate,1,8300000,16800000,24,366,4500000,Rejected
1200,2,Not Graduate,0,300000,600000,24,383,400000,Rejected
1201,0,Not Graduate,1,300000,800000,48,603,200000,Approved
1202,3,Graduate,0,3900000,14900000,48,728,5500000,Approved
1203,0,Not Graduate,0,6600000,20300000,72,549,9800000,Rejected
1204,0,Graduate,0,4100000,10700000,96,855,3100000,Approved
1205,5,Graduate,1,1800000,5300000,144,461,2000000,Rejected
1206,3,Not Graduate,1,7000000,16100000,192,379,10000000,Rejected
1207,2,Not Graduate,1,5100000,13700000,72,559,5100000,Approved
1208,1,Not Graduate,1,300000,600000,96,816,200000,Approved
1209,4,Not Graduate,1,4300000,11400000,24,560,3300000,Approved
1210,0,Graduate,1,3200000,12000000,168,645,3400000,Approved
1211,4,Not Graduate,1,4200000,11500000,72,551,5000000,Approved
1212,0,Not Graduate,1,9600000,22900000,96,515,7800000,Rejected
1213,4,Graduate,0,1300000,3600000,120,657,1100000,Approved
1214,3,Not Graduate,0,2400000,9300000,24,682,1500000,Approved
1215,0,Graduate,0,600000,1600000,120,588,300000,Approved
1216,5,Graduate,1,9600000,38000000,120,359,9400000,Rejected
1217,0,Graduate,0,400000,1200000,48,766,300000,Approved
1218,4,Graduate,0,5900000,19900000,168,469,3200000,Rejected
1219,0,Graduate,1,700000,1400000,120,618,500000,Approved
1220,0,Not Graduate,1,8600000,17700000,240,711,7400000,Approved
1221,0,Graduate,1,9000000,34000000,48,549,12400000,Approved
1222,3,Graduate,1,5100000,20400000,72,754,7600000,Approved
1223,4,Not Graduate,1,500000,1500000,72,461,200000,Rejected
1224,2,Graduate,0,1600000,3800000,120,837,1600000,Approved
1225,0,Graduate,1,9800000,23900000,168,459,7200000,Rejected
1226,4,Graduate,0,7800000,29700000,240,614,6300000,Approved
1227,4,Not Graduate,0,6500000,24000000,192,373,6700000,Rejected
1228,5,Graduate,1,7500000,26500000,144,512,6000000,Rejected
1229,4,Graduate,1,8900000,23400000,216,781,5800000,Approved
1230,4,Graduate,1,1800000,5800000,168,305,2000000,Rejected
1231,1,Not Graduate,1,7600000,27800000,72,447,10900000,Rejected
1232,4,Graduate,1,1200000,4600000,72,757,1500000,Approved
1233,5,Graduate,1,2700000,10400000,24,723,1400000,Approved
1234,1,Not Graduate,1,4600000,10900000,144,463,6600000,Rejected
1235,2,Not Graduate,0,6900000,18700000,120,699,5200000,Approved
1236,4,Graduate,1,8400000,25200000,24,308,10500000,Approved
1237,0,Graduate,0,300000,500000,216,702,100000,Approved
1238,2,Not Graduate,1,9500000,37500000,48,456,12900000,Approved
1239,3,Graduate,1,1900000,5900000,96,651,1500000,Approved
1240,3,Not Graduate,0,4200000,14500000,240,840,4600000,Approved
1241,4,Graduate,1,2200000,7900000,216,848,1600000,Approved
1242,5,Graduate,1,7100000,19700000,48,727,5800000,Approved
1243,4,Graduate,0,3500000,11600000,120,335,2300000,Rejected
1244,5,Not Graduate,0,400000,800000,216,304,400000,Rejected
1245,2,Graduate,1,8800000,34400000,24,712,5900000,Approved
1246,0,Not Graduate,0,1800000,6600000,120,737,1500000,Approved
1247,1,Graduate,1,7600000,29300000,168,690,9100000,Approved
1248,1,Graduate,1,1000000,3200000,48,888,1300000,Approved
1249,2,Not Graduate,1,8200000,27200000,120,839,6000000,Approved
1250,5,Not Graduate,1,3600000,12400000,96,333,4000000,Rejected
1251,5,Graduate,0,9400000,23700000,216,862,5600000,Approved
1252,5,Not Graduate,0,2600000,9100000,48,309,3400000,Approved
1253,5,Not Graduate,0,9500000,30700000,120,823,13100000,Approved
1254,0,Graduate,1,3500000,11700000,168,649,4800000,Approved
1255,5,Not Graduate,1,9800000,35700000,120,726,12000000,Approved
1256,4,Graduate,0,800000,3100000,216,712,1100000,Approved
1257,0,Not Graduate,0,9700000,37300000,240,701,10500000,Approved
1258,3,Graduate,0,6200000,21300000,144,655,5000000,Approved
1259,1,Not Graduate,1,4400000,16600000,216,385,5100000,Rejected
1260,2,Graduate,0,1800000,3800000,48,777,1400000,Approved
1261,3,Graduate,0,1700000,5300000,168,696,800000,Approved
1262,3,Graduate,0,3900000,14100000,192,496,2900000,Rejected
1263,2,Graduate,1,2200000,7900000,72,659,2400000,Approved
1264,3,Not Graduate,1,6300000,17700000,24,542,5300000,Rejected
1265,2,Not Graduate,0,2200000,8700000,216,729,1300000,Approved
1266,1,Graduate,0,8100000,28400000,72,744,7700000,Approved
1267,4,Not Graduate,0,6800000,17000000,24,749,9400000,Approved
1268,0,Graduate,0,4700000,14800000,240,755,3700000,Approved
1269,3,Graduate,1,2200000,5300000,24,506,2800000,Rejected
1270,3,Graduate,1,3500000,13000000,72,391,4300000,Rejected
1271,1,Not Graduate,1,3500000,11600000,120,898,4500000,Approved
1272,5,Not Graduate,0,500000,1500000,144,527,200000,Rejected
1273,5,Not Graduate,0,9900000,35800000,240,470,14700000,Rejected
1274,1,Graduate,0,8400000,25000000,144,694,7700000,Approved
1275,1,Graduate,0,5000000,18800000,168,325,4300000,Rejected
1276,4,Not Graduate,1,5500000,13400000,120,880,2800000,Approved
1277,5,Graduate,1,3000000,11900000,168,459,4200000,Rejected
1278,3,Not Graduate,1,9400000,21400000,120,323,11300000,Rejected
1279,4,Graduate,0,7600000,29000000,96,739,8800000,Approved
1280,0,Not Graduate,1,5500000,16300000,120,724,6200000,Approved
1281,1,Graduate,0,3100000,7400000,216,487,4500000,Rejected
1282,3,Graduate,0,7700000,27700000,48,439,6200000,Approved
1283,2,Graduate,0,9800000,25400000,24,655,7900000,Approved
1284,3,Not Graduate,0,3200000,9200000,168,443,4500000,Rejected
1285,2,Graduate,0,700000,2600000,240,489,900000,Rejected
1286,4,Not Graduate,1,3100000,8600000,168,427,3700000,Rejected
1287,0,Graduate,1,4500000,10500000,240,417,5800000,Rejected
1288,5,Not Graduate,1,8900000,24800000,216,842,8100000,Approved
1289,3,Not Graduate,0,5900000,23200000,24,307,6300000,Approved
1290,2,Not Graduate,0,1500000,4500000,216,428,1100000,Rejected
1291,4,Not Graduate,1,6300000,15200000,192,415,7900000,Rejected
1292,3,Not Graduate,1,6500000,18200000,240,405,6700000,Rejected
1293,4,Graduate,0,8000000,31500000,216,683,9600000,Approved
1294,1,Graduate,1,3300000,10600000,168,742,4500000,Approved
1295,4,Not Graduate,0,3900000,10000000,120,530,1900000,Rejected
1296,3,Graduate,0,1600000,3500000,120,844,1600000,Approved
1297,2,Not Graduate,1,3900000,13900000,216,715,2100000,Approved
1298,3,Graduate,1,8000000,26300000,144,476,9000000,Rejected
1299,2,Graduate,0,2200000,4800000,72,721,2200000,Approved
1300,4,Not Graduate,0,7600000,30300000,144,339,5800000,Rejected
1301,5,Not Graduate,1,2700000,6800000,72,461,1700000,Rejected
1302,2,Graduate,1,6300000,23200000,144,556,5300000,Approved
1303,3,Not Graduate,0,7700000,18700000,96,483,10200000,Rejected
1304,2,Graduate,0,4500000,17200000,216,406,3300000,Rejected
1305,2,Graduate,1,9400000,24800000,168,513,7500000,Rejected
1306,0,Not Graduate,0,4600000,12600000,192,574,3600000,Approved
1307,0,Graduate,1,5200000,15700000,72,692,5500000,Approved
1308,5,Graduate,1,8000000,29800000,216,867,9200000,Approved
1309,1,Not Graduate,1,9900000,38500000,24,875,6500000,Approved
1310,4,Graduate,1,8500000,18600000,120,597,11600000,Approved
1311,2,Graduate,1,4900000,12000000,240,513,4800000,Rejected
1312,3,Graduate,1,7000000,24200000,24,354,7900000,Approved
1313,2,Not Graduate,0,9600000,25900000,216,647,11500000,Approved
1314,1,Graduate,0,9700000,23700000,72,875,10400000,Approved
1315,1,Graduate,0,6200000,14300000,240,819,4300000,Approved
1316,4,Not Graduate,1,4100000,9600000,120,521,4900000,Rejected
1317,0,Graduate,1,6100000,19900000,240,761,7100000,Approved
1318,0,Graduate,0,700000,1900000,216,572,300000,Approved
1319,3,Graduate,0,6400000,24100000,144,571,7500000,Approved
1320,4,Graduate,1,3800000,7800000,240,891,3300000,Approved
1321,1,Not Graduate,0,4900000,14800000,144,895,5200000,Approved
1322,2,Graduate,0,2100000,6600000,240,580,2100000,Approved
1323,2,Graduate,0,6200000,23400000,96,605,9200000,Approved
1324,4,Not Graduate,0,1600000,5100000,96,705,1900000,Approved
1325,1,Not Graduate,1,1300000,5000000,240,423,1600000,Rejected
1326,5,Not Graduate,1,7300000,22500000,24,846,5700000,Approved
1327,2,Not Graduate,0,2100000,5000000,48,542,3100000,Rejected
1328,5,Not Graduate,0,600000,2400000,216,631,900000,Approved
1329,4,Graduate,0,7000000,24500000,216,318,3600000,Rejected
1330,1,Not Graduate,1,3000000,6800000,120,541,2900000,Rejected
1331,1,Graduate,0,900000,2900000,240,782,800000,Approved
1332,2,Graduate,0,9600000,35000000,24,888,5800000,Approved
1333,0,Graduate,0,1500000,3600000,168,747,1200000,Approved
1334,0,Graduate,1,5000000,18900000,72,641,6700000,Approved
1335,3,Graduate,1,500000,1700000,48,640,200000,Approved
1336,4,Not Graduate,0,7600000,28100000,144,324,11100000,Rejected
1337,4,Graduate,0,5500000,21200000,240,359,6400000,Rejected
1338,0,Not Graduate,1,6600000,23300000,144,338,9300000,Rejected
1339,0,Graduate,0,1400000,3200000,168,384,2000000,Rejected
1340,5,Not Graduate,1,8800000,26600000,192,545,7600000,Rejected
1341,5,Not Graduate,0,6200000,24200000,216,610,8300000,Approved
1342,2,Graduate,1,8300000,27900000,216,840,9200000,Approved
1343,3,Not Graduate,0,2400000,8100000,72,630,2300000,Approved
1344,1,Graduate,0,9100000,31200000,48,508,7800000,Approved
1345,0,Not Graduate,1,9500000,34900000,48,535,14000000,Approved
1346,1,Graduate,0,1200000,3400000,240,717,900000,Approved
1347,2,Graduate,1,7700000,19300000,96,735,10400000,Approved
1348,5,Graduate,1,7800000,22000000,240,528,4900000,Rejected
1349,0,Graduate,1,9400000,20000000,48,350,4700000,Rejected
1350,0,Not Graduate,0,1700000,5700000,144,422,900000,Rejected
1351,5,Graduate,0,4000000,13700000,72,496,3700000,Rejected
1352,4,Not Graduate,0,4200000,15500000,216,794,2200000,Approved
1353,2,Graduate,0,2400000,7700000,72,719,1600000,Approved
1354,3,Not Graduate,1,2700000,6100000,168,630,2300000,Approved
1355,3,Not Graduate,1,600000,1800000,48,843,400000,Approved
1356,2,Graduate,0,4600000,15600000,24,764,5800000,Approved
1357,3,Graduate,0,7200000,17700000,48,662,5300000,Approved
1358,0,Not Graduate,0,4700000,15500000,192,311,2700000,Rejected
1359,4,Not Graduate,0,4300000,10100000,24,606,5500000,Approved
1360,5,Graduate,0,4700000,10200000,192,874,7000000,Approved
1361,4,Not Graduate,1,8700000,30000000,48,370,12100000,Approved
1362,1,Graduate,0,7000000,20500000,120,414,5100000,Rejected
