loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,bank_asset_value,loan_status
1014,1,Graduate,1,5100000,15300000,4,628,2700000,Approved
1015,3,Graduate,0,9800000,25600000,10,404,11500000,Rejected
1016,2,Graduate,1,8600000,21600000,16,804,7100000,Approved
1017,3,Not Graduate,0,1600000,3900000,20,804,800000,Approved
1018,1,Not Graduate,1,2500000,6700000,2,502,1400000,Rejected
1019,0,Graduate,0,9500000,22600000,6,861,5600000,Approved
1020,2,Not Graduate,1,3000000,7800000,14,555,1700000,Approved
1021,0,Not Graduate,0,5100000,13600000,18,351,7600000,Rejected
1022,2,Not Graduate,1,7600000,23600000,6,358,10900000,Rejected
1023,5,Graduate,0,8800000,18800000,14,836,5400000,Approved
1024,4,Not Graduate,1,1100000,2900000,4,554,1600000,Approved
1025,3,Graduate,0,8700000,30500000,2,443,8100000,Approved
1026,5,Not Graduate,0,6100000,23600000,4,725,4800000,Approved
1027,2,Not Graduate,1,1900000,7000000,14,818,2100000,Approved
1028,1,Not Graduate,0,9900000,38700000,6,670,6500000,Approved
1029,0,Graduate,0,5800000,21100000,6,414,5600000,Rejected
1030,2,Not Graduate,1,9500000,37000000,8,887,11700000,Approved
1031,3,Graduate,1,7900000,26600000,12,409,8700000,Rejected
1032,1,Not Graduate,1,1300000,4500000,14,679,1600000,Approved
1033,4,Graduate,1,700000,2600000,18,478,300000,Rejected
1034,3,Graduate,0,600000,1200000,2,752,700000,Approved
1035,0,Graduate,0,9400000,33000000,4,616,7800000,Approved
1036,2,Not Graduate,1,3800000,12500000,14,842,5300000,Approved
1037,3,Graduate,1,7800000,26300000,20,840,5300000,Approved
1038,3,Graduate,1,7800000,27700000,6,430,5300000,Rejected
1039,4,Not Graduate,0,2700000,7000000,4,351,2700000,Rejected
1040,5,Not Graduate,0,600000,2300000,4,347,200000,Rejected
1041,3,Not Graduate,1,8000000,28800000,10,576,11900000,Approved
1042,0,Not Graduate,1,4000000,11000000,8,799,4200000,Approved
1043,1,Not Graduate,1,3300000,10800000,2,550,4700000,Approved
1044,2,Graduate,0,5800000,13300000,4,878,4500000,Approved
1045,3,Graduate,1,2400000,4800000,12,895,3300000,Approved
1046,4,Not Graduate,0,7600000,29700000,6,603,11000000,Approved
1047,2,Not Graduate,1,2500000,6900000,12,325,3600000,Rejected
1048,2,Graduate,0,3300000,11800000,4,393,2600000,Approved
1049,3,Graduate,0,9800000,30300000,2,612,5600000,Approved
1050,0,Graduate,1,1000000,3800000,8,553,1300000,Approved
1051,0,Not Graduate,1,2500000,8800000,14,389,3600000,Rejected
1052,0,Graduate,0,1900000,6800000,4,782,2400000,Approved
1053,3,Graduate,0,3100000,8500000,12,493,2000000,Rejected
1054,5,Graduate,1,6000000,11900000,2,629,4200000,Approved
1055,5,Not Graduate,0,6500000,21600000,10,419,6600000,Rejected
1056,2,Not Graduate,1,5900000,15800000,2,444,5500000,Rejected
1057,5,Not Graduate,1,6500000,15800000,16,301,7100000,Rejected
1058,0,Graduate,1,3800000,11200000,20,479,5400000,Rejected
1059,3,Not Graduate,1,3000000,11400000,10,424,1500000,Rejected
1060,0,Graduate,0,4300000,16900000,18,469,6200000,Rejected
1061,4,Not Graduate,1,3500000,8300000,2,897,1800000,Approved
1062,3,Not Graduate,0,300000,500000,2,477,400000,Rejected
1063,3,Not Graduate,1,600000,1400000,16,509,900000,Rejected
1064,0,Graduate,1,800000,1700000,4,752,400000,Approved
1065,0,Not Graduate,1,5600000,19100000,14,875,7700000,Approved
1066,2,Not Graduate,1,1800000,3600000,4,343,1500000,Rejected
1067,0,Graduate,0,6800000,20800000,20,819,8000000,Approved
1068,2,Graduate,1,4200000,16800000,2,433,3700000,Approved
1069,1,Not Graduate,1,200000,400000,6,768,0,Approved
1070,2,Graduate,1,8500000,31800000,6,714,5600000,Approved
1071,2,Not Graduate,1,2800000,10100000,16,531,4100000,Rejected
1072,0,Graduate,1,3600000,8600000,6,529,5200000,Rejected
1073,1,Not Graduate,0,6200000,19500000,20,448,8000000,Rejected
1074,1,Graduate,0,2700000,10000000,2,584,3400000,Approved
1075,1,Graduate,0,6800000,22900000,4,501,4400000,Approved
1076,2,Not Graduate,0,6300000,24500000,18,848,8200000,Approved
1077,4,Not Graduate,0,8800000,19100000,6,586,12400000,Approved
1078,1,Graduate,0,5900000,13000000,2,386,3800000,Rejected
1079,5,Not Graduate,1,9800000,37900000,18,301,6200000,Rejected
1080,2,Graduate,0,3300000,8300000,6,653,4600000,Approved
1081,4,Graduate,1,300000,500000,14,448,100000,Rejected
1082,1,Not Graduate,1,4800000,11600000,16,696,6500000,Approved
1083,1,Graduate,0,7500000,28300000,16,707,6700000,Approved
1084,2,Not Graduate,0,8600000,21700000,4,429,6000000,Rejected
1085,4,Not Graduate,0,8900000,21100000,6,631,6200000,Approved
1086,5,Not Graduate,1,9600000,29600000,4,446,13200000,Approved
1087,0,Graduate,1,7700000,18100000,18,705,6300000,Approved
1088,3,Not Graduate,1,7000000,15200000,2,709,4000000,Approved
1089,4,Not Graduate,1,7800000,19500000,14,739,4400000,Approved
1090,3,Graduate,0,5100000,11000000,6,336,7500000,Rejected
1091,4,Graduate,0,9400000,32600000,4,898,10200000,Approved
1092,4,Not Graduate,1,600000,2100000,6,558,300000,Approved
1093,3,Graduate,0,5100000,13300000,4,589,6100000,Approved
1094,2,Graduate,1,3800000,14400000,2,301,2400000,Rejected
1095,2,Not Graduate,1,5300000,21200000,14,516,7700000,Rejected
1096,5,Not Graduate,0,1100000,3600000,12,315,1400000,Rejected
1097,3,Not Graduate,0,6400000,14400000,10,546,5100000,Rejected
1098,0,Not Graduate,1,5100000,14500000,14,559,6000000,Approved
1099,3,Graduate,1,5300000,16900000,2,350,6800000,Approved
1100,1,Graduate,0,6700000,18700000,8,583,6900000,Approved
1101,2,Not Graduate,0,4000000,9400000,8,874,4800000,Approved
1102,2,Not Graduate,1,3900000,11600000,8,808,5000000,Approved
1103,1,Graduate,1,1600000,4900000,16,487,2000000,Rejected
1104,3,Graduate,0,2700000,7800000,14,870,2100000,Approved
1105,3,Graduate,0,1400000,3800000,8,840,1500000,Approved
1106,4,Not Graduate,1,8000000,19200000,18,682,5300000,Approved
1107,3,Graduate,1,8200000,28900000,10,668,10900000,Approved
1108,5,Graduate,1,4800000,10300000,8,781,4300000,Approved
1109,4,Graduate,0,8100000,19000000,6,375,11900000,Rejected
1110,4,Not Graduate,0,5900000,14900000,14,857,3500000,Approved
1111,5,Graduate,1,8100000,32100000,6,823,6500000,Approved
1112,0,Graduate,0,1400000,5000000,8,686,1500000,Approved
1113,1,Graduate,0,1600000,6300000,2,721,900000,Approved
1114,4,Graduate,0,4600000,9400000,18,545,6300000,Rejected
1115,1,Not Graduate,0,2900000,8900000,6,523,1800000,Rejected
1116,2,Graduate,1,8600000,24900000,20,607,5400000,Approved
1117,4,Not Graduate,0,3800000,14900000,20,428,2500000,Rejected
1118,0,Not Graduate,0,8200000,20300000,4,666,7800000,Approved
1119,3,Graduate,0,3200000,10100000,20,704,3900000,Approved
1120,0,Not Graduate,1,8100000,23800000,10,794,8800000,Approved
1121,1,Graduate,1,9800000,23300000,12,430,13900000,Rejected
1122,0,Not Graduate,0,200000,500000,20,615,200000,Approved
1123,0,Not Graduate,0,6600000,14100000,20,360,7800000,Rejected
1124,0,Not Graduate,0,9100000,18300000,14,458,10000000,Rejected
1125,2,Not Graduate,0,5500000,20400000,12,887,3300000,Approved
1126,4,Not Graduate,0,7200000,27400000,8,735,9500000,Approved
1127,1,Not Graduate,0,2400000,5600000,16,379,3400000,Rejected
1128,4,Graduate,0,9600000,25500000,20,544,11100000,Rejected
1129,1,Graduate,1,5800000,16700000,12,721,7500000,Approved
1130,4,Not Graduate,0,2300000,6000000,8,676,2200000,Approved
1131,1,Not Graduate,0,300000,1200000,4,342,200000,Approved
1132,0,Not Graduate,0,9900000,27000000,16,566,11500000,Approved
1133,2,Not Graduate,0,3500000,14000000,2,355,2900000,Approved
1134,2,Graduate,0,4800000,18500000,20,605,5800000,Approved
1135,2,Not Graduate,0,1600000,5200000,16,525,1600000,Rejected
1136,5,Graduate,1,800000,2500000,12,403,800000,Rejected
1137,1,Graduate,1,9000000,33500000,18,727,5300000,Approved
1138,1,Graduate,0,8300000,28900000,12,529,5800000,Rejected
1139,4,Graduate,0,2800000,6100000,18,415,2000000,Rejected
1140,1,Graduate,1,6400000,17300000,10,879,8200000,Approved
1141,2,Not Graduate,1,6000000,12600000,16,649,5100000,Approved
1142,0,Graduate,0,2900000,9800000,16,395,2400000,Rejected
1143,0,Graduate,0,6500000,24100000,20,488,9700000,Rejected
1144,1,Graduate,1,200000,400000,8,569,300000,Approved
1145,1,Not Graduate,0,8400000,24600000,14,817,8200000,Approved
1146,1,Graduate,1,6100000,17800000,20,706,4300000,Approved
1147,2,Graduate,1,8000000,31200000,8,553,10300000,Approved
1148,5,Not Graduate,1,900000,1800000,14,464,700000,Rejected
1149,2,Graduate,0,7300000,20000000,6,729,9100000,Approved
1150,4,Not Graduate,1,3700000,7400000,12,363,4400000,Rejected
1151,2,Graduate,0,5200000,17200000,12,565,6300000,Approved
1152,1,Graduate,0,7200000,21000000,14,421,4600000,Rejected
1153,0,Not Graduate,1,9400000,34200000,10,512,6300000,Rejected
1154,3,Not Graduate,1,3400000,12400000,2,730,4600000,Approved
1155,0,Graduate,0,600000,2300000,8,627,300000,Approved
1156,0,Not Graduate,1,3300000,10000000,16,434,4100000,Rejected
1157,2,Graduate,1,5900000,14300000,2,410,4100000,Rejected
1158,3,Not Graduate,0,1300000,3600000,16,624,1900000,Approved
1159,4,Graduate,1,5700000,16900000,4,656,8400000,Approved
1160,2,Not Graduate,0,7700000,27300000,16,758,9100000,Approved
1161,4,Not Graduate,1,7000000,23500000,18,336,7800000,Rejected
1162,5,Graduate,0,8100000,21900000,18,378,9600000,Rejected
1163,1,Graduate,1,1900000,4200000,4,620,900000,Approved
1164,2,Graduate,0,4500000,9100000,18,593,2500000,Approved
1165,0,Not Graduate,1,9600000,34000000,12,710,7800000,Approved
1166,1,Not Graduate,1,5400000,20700000,8,753,3600000,Approved
1167,1,Not Graduate,1,7800000,27200000,16,454,11400000,Rejected
1168,1,Graduate,1,8200000,19100000,8,619,6600000,Approved
1169,2,Graduate,0,8900000,28500000,6,367,9300000,Rejected
1170,1,Graduate,0,1400000,3100000,20,384,1800000,Rejected
1171,2,Graduate,0,1700000,5900000,16,610,1300000,Approved
1172,0,Graduate,0,5300000,19500000,12,802,3200000,Approved
1173,3,Graduate,0,6500000,25200000,10,858,8100000,Approved
1174,2,Graduate,0,5900000,14000000,8,599,6700000,Approved
1175,4,Graduate,1,9800000,27000000,2,395,9700000,Rejected
1176,3,Graduate,1,7700000,16200000,6,380,6400000,Rejected
1177,1,Graduate,0,7900000,27100000,10,803,6600000,Approved
1178,4,Graduate,0,3500000,8900000,20,809,3200000,Approved
1179,4,Not Graduate,0,2400000,6600000,2,722,3000000,Approved
1180,5,Graduate,0,9900000,35700000,10,392,13000000,Rejected
1181,0,Graduate,0,3900000,14500000,8,545,3400000,Rejected
1182,2,Not Graduate,1,7300000,28500000,10,799,4300000,Approved
1183,0,Graduate,1,6400000,21900000,12,727,5300000,Approved
1184,4,Graduate,0,7100000,19800000,18,530,7100000,Rejected
1185,2,Not Graduate,0,8800000,19000000,14,637,6100000,Approved
1186,5,Graduate,0,7400000,21000000,4,561,3900000,Approved
1187,2,Not Graduate,0,4400000,12000000,20,421,3400000,Rejected
1188,3,Graduate,1,8600000,30300000,14,459,9100000,Rejected
1189,3,Not Graduate,0,6900000,26000000,14,828,3600000,Approved
1190,4,Graduate,0,9600000,27500000,20,679,6300000,Approved
1191,2,Graduate,1,8100000,25700000,8,455,9500000,Rejected
1192,0,Not Graduate,0,2600000,9400000,18,879,2300000,Approved
1193,3,Graduate,1,9300000,26100000,14,636,11600000,Approved
1194,2,Not Graduate,1,2100000,5600000,16,426,1200000,Rejected
1195,4,Not Graduate,1,9000000,21500000,14,508,13100000,Rejected
1196,3,Not Graduate,1,7000000,19200000,4,768,7700000,Approved
1197,3,Not Graduate,0,2200000,6400000,20,667,2900000,Approved
1198,5,Graduate,1,7500000,28200000,2,440,6000000,Approved
1199,1,Graduate,1,8300000,16800000,2,366,4500000,Rejected
1200,2,Not Graduate,0,300000,600000,2,383,400000,Rejected
1201,0,Not Graduate,1,300000,800000,4,603,200000,Approved
1202,3,Graduate,0,3900000,14900000,4,728,5500000,Approved
1203,0,Not Graduate,0,6600000,20300000,6,549,9800000,Rejected
1204,0,Graduate,0,4100000,10700000,8,855,3100000,Approved
1205,5,Graduate,1,1800000,5300000,12,461,2000000,Rejected
1206,3,Not Graduate,1,7000000,16100000,16,379,10000000,Rejected
1207,2,Not Graduate,1,5100000,13700000,6,559,5100000,Approved
1208,1,Not Graduate,1,300000,600000,8,816,200000,Approved
1209,4,Not Graduate,1,4300000,11400000,2,560,3300000,Approved
1210,0,Graduate,1,3200000,12000000,14,645,3400000,Approved
1211,4,Not Graduate,1,4200000,11500000,6,551,5000000,Approved
1212,0,Not Graduate,1,9600000,22900000,8,515,7800000,Rejected
1213,4,Graduate,0,1300000,3600000,10,657,1100000,Approved
1214,3,Not Graduate,0,2400000,9300000,2,682,1500000,Approved
1215,0,Graduate,0,600000,1600000,10,588,300000,Approved
1216,5,Graduate,1,9600000,38000000,10,359,9400000,Rejected
1217,0,Graduate,0,400000,1200000,4,766,300000,Approved
1218,4,Graduate,0,5900000,19900000,14,469,3200000,Rejected
1219,0,Graduate,1,700000,1400000,10,618,500000,Approved
1220,0,Not Graduate,1,8600000,17700000,20,711,7400000,Approved
1221,0,Graduate,1,9000000,34000000,4,549,12400000,Approved
1222,3,Graduate,1,5100000,20400000,6,754,7600000,Approved
1223,4,Not Graduate,1,500000,1500000,6,461,200000,Rejected
1224,2,Graduate,0,1600000,3800000,10,837,1600000,Approved
1225,0,Graduate,1,9800000,23900000,14,459,7200000,Rejected
1226,4,Graduate,0,7800000,29700000,20,614,6300000,Approved
1227,4,Not Graduate,0,6500000,24000000,16,373,6700000,Rejected
1228,5,Graduate,1,7500000,26500000,12,512,6000000,Rejected
1229,4,Graduate,1,8900000,23400000,18,781,5800000,Approved
1230,4,Graduate,1,1800000,5800000,14,305,2000000,Rejected
1231,1,Not Graduate,1,7600000,27800000,6,447,10900000,Rejected
1232,4,Graduate,1,1200000,4600000,6,757,1500000,Approved
1233,5,Graduate,1,2700000,10400000,2,723,1400000,Approved
1234,1,Not Graduate,1,4600000,10900000,12,463,6600000,Rejected
1235,2,Not Graduate,0,6900000,18700000,10,699,5200000,Approved
1236,4,Graduate,1,8400000,25200000,2,308,10500000,Approved
1237,0,Graduate,0,300000,500000,18,702,100000,Approved
1238,2,Not Graduate,1,9500000,37500000,4,456,12900000,Approved
1239,3,Graduate,1,1900000,5900000,8,651,1500000,Approved
1240,3,Not Graduate,0,4200000,14500000,20,840,4600000,Approved
1241,4,Graduate,1,2200000,7900000,18,848,1600000,Approved
1242,5,Graduate,1,7100000,19700000,4,727,5800000,Approved
1243,4,Graduate,0,3500000,11600000,10,335,2300000,Rejected
1244,5,Not Graduate,0,400000,800000,18,304,400000,Rejected
1245,2,Graduate,1,8800000,34400000,2,712,5900000,Approved
1246,0,Not Graduate,0,1800000,6600000,10,737,1500000,Approved
1247,1,Graduate,1,7600000,29300000,14,690,9100000,Approved
1248,1,Graduate,1,1000000,3200000,4,888,1300000,Approved
1249,2,Not Graduate,1,8200000,27200000,10,839,6000000,Approved
1250,5,Not Graduate,1,3600000,12400000,8,333,4000000,Rejected
1251,5,Graduate,0,9400000,23700000,18,862,5600000,Approved
1252,5,Not Graduate,0,2600000,9100000,4,309,3400000,Approved
1253,5,Not Graduate,0,9500000,30700000,10,823,13100000,Approved
1254,0,Graduate,1,3500000,11700000,14,649,4800000,Approved
1255,5,Not Graduate,1,9800000,35700000,10,726,12000000,Approved
1256,4,Graduate,0,800000,3100000,18,712,1100000,Approved
1257,0,Not Graduate,0,9700000,37300000,20,701,10500000,Approved
1258,3,Graduate,0,6200000,21300000,12,655,5000000,Approved
1259,1,Not Graduate,1,4400000,16600000,18,385,5100000,Rejected
1260,2,Graduate,0,1800000,3800000,4,777,1400000,Approved
1261,3,Graduate,0,1700000,5300000,14,696,800000,Approved
1262,3,Graduate,0,3900000,14100000,16,496,2900000,Rejected
1263,2,Graduate,1,2200000,7900000,6,659,2400000,Approved
1264,3,Not Graduate,1,6300000,17700000,2,542,5300000,Rejected
1265,2,Not Graduate,0,2200000,8700000,18,729,1300000,Approved
1266,1,Graduate,0,8100000,28400000,6,744,7700000,Approved
1267,4,Not Graduate,0,6800000,17000000,2,749,9400000,Approved
1268,0,Graduate,0,4700000,14800000,20,755,3700000,Approved
1269,3,Graduate,1,2200000,5300000,2,506,2800000,Rejected
1270,3,Graduate,1,3500000,13000000,6,391,4300000,Rejected
1271,1,Not Graduate,1,3500000,11600000,10,898,4500000,Approved
1272,5,Not Graduate,0,500000,1500000,12,527,200000,Rejected
1273,5,Not Graduate,0,9900000,35800000,20,470,14700000,Rejected
1274,1,Graduate,0,8400000,25000000,12,694,7700000,Approved
1275,1,Graduate,0,5000000,18800000,14,325,4300000,Rejected
1276,4,Not Graduate,1,5500000,13400000,10,880,2800000,Approved
1277,5,Graduate,1,3000000,11900000,14,459,4200000,Rejected
1278,3,Not Graduate,1,9400000,21400000,10,323,11300000,Rejected
1279,4,Graduate,0,7600000,29000000,8,739,8800000,Approved
1280,0,Not Graduate,1,5500000,16300000,10,724,6200000,Approved
1281,1,Graduate,0,3100000,7400000,18,487,4500000,Rejected
1282,3,Graduate,0,7700000,27700000,4,439,6200000,Approved
1283,2,Graduate,0,9800000,25400000,2,655,7900000,Approved
1284,3,Not Graduate,0,3200000,9200000,14,443,4500000,Rejected
1285,2,Graduate,0,700000,2600000,20,489,900000,Rejected
1286,4,Not Graduate,1,3100000,8600000,14,427,3700000,Rejected
1287,0,Graduate,1,4500000,10500000,20,417,5800000,Rejected
1288,5,Not Graduate,1,8900000,24800000,18,842,8100000,Approved
1289,3,Not Graduate,0,5900000,23200000,2,307,6300000,Approved
1290,2,Not Graduate,0,1500000,4500000,18,428,1100000,Rejected
1291,4,Not Graduate,1,6300000,15200000,16,415,7900000,Rejected
1292,3,Not Graduate,1,6500000,18200000,20,405,6700000,Rejected
1293,4,Graduate,0,8000000,31500000,18,683,9600000,Approved
1294,1,Graduate,1,3300000,10600000,14,742,4500000,Approved
1295,4,Not Graduate,0,3900000,10000000,10,530,1900000,Rejected
1296,3,Graduate,0,1600000,3500000,10,844,1600000,Approved
1297,2,Not Graduate,1,3900000,13900000,18,715,2100000,Approved
1298,3,Graduate,1,8000000,26300000,12,476,9000000,Rejected
1299,2,Graduate,0,2200000,4800000,6,721,2200000,Approved
1300,4,Not Graduate,0,7600000,30300000,12,339,5800000,Rejected
1301,5,Not Graduate,1,2700000,6800000,6,461,1700000,Rejected
1302,2,Graduate,1,6300000,23200000,12,556,5300000,Approved
1303,3,Not Graduate,0,7700000,18700000,8,483,10200000,Rejected
1304,2,Graduate,0,4500000,17200000,18,406,3300000,Rejected
1305,2,Graduate,1,9400000,24800000,14,513,7500000,Rejected
1306,0,Not Graduate,0,4600000,12600000,16,574,3600000,Approved
1307,0,Graduate,1,5200000,15700000,6,692,5500000,Approved
1308,5,Graduate,1,8000000,29800000,18,867,9200000,Approved
1309,1,Not Graduate,1,9900000,38500000,2,875,6500000,Approved
1310,4,Graduate,1,8500000,18600000,10,597,11600000,Approved
1311,2,Graduate,1,4900000,12000000,20,513,4800000,Rejected
1312,3,Graduate,1,7000000,24200000,2,354,7900000,Approved
1313,2,Not Graduate,0,9600000,25900000,18,647,11500000,Approved
1314,1,Graduate,0,9700000,23700000,6,875,10400000,Approved
1315,1,Graduate,0,6200000,14300000,20,819,4300000,Approved
1316,4,Not Graduate,1,4100000,9600000,10,521,4900000,Rejected
1317,0,Graduate,1,6100000,19900000,20,761,7100000,Approved
1318,0,Graduate,0,700000,1900000,18,572,300000,Approved
1319,3,Graduate,0,6400000,24100000,12,571,7500000,Approved
1320,4,Graduate,1,3800000,7800000,20,891,3300000,Approved
1321,1,Not Graduate,0,4900000,14800000,12,895,5200000,Approved
1322,2,Graduate,0,2100000,6600000,20,580,2100000,Approved
1323,2,Graduate,0,6200000,23400000,8,605,9200000,Approved
1324,4,Not Graduate,0,1600000,5100000,8,705,1900000,Approved
1325,1,Not Graduate,1,1300000,5000000,20,423,1600000,Rejected
1326,5,Not Graduate,1,7300000,22500000,2,846,5700000,Approved
1327,2,Not Graduate,0,2100000,5000000,4,542,3100000,Rejected
1328,5,Not Graduate,0,600000,2400000,18,631,900000,Approved
1329,4,Graduate,0,7000000,24500000,18,318,3600000,Rejected
1330,1,Not Graduate,1,3000000,6800000,10,541,2900000,Rejected
1331,1,Graduate,0,900000,2900000,20,782,800000,Approved
1332,2,Graduate,0,9600000,35000000,2,888,5800000,Approved
1333,0,Graduate,0,1500000,3600000,14,747,1200000,Approved
1334,0,Graduate,1,5000000,18900000,6,641,6700000,Approved
1335,3,Graduate,1,500000,1700000,4,640,200000,Approved
1336,4,Not Graduate,0,7600000,28100000,12,324,11100000,Rejected
1337,4,Graduate,0,5500000,21200000,20,359,6400000,Rejected
1338,0,Not Graduate,1,6600000,23300000,12,338,9300000,Rejected
1339,0,Graduate,0,1400000,3200000,14,384,2000000,Rejected
1340,5,Not Graduate,1,8800000,26600000,16,545,7600000,Rejected
1341,5,Not Graduate,0,6200000,24200000,18,610,8300000,Approved
1342,2,Graduate,1,8300000,27900000,18,840,9200000,Approved
1343,3,Not Graduate,0,2400000,8100000,6,630,2300000,Approved
1344,1,Graduate,0,9100000,31200000,4,508,7800000,Approved
1345,0,Not Graduate,1,9500000,34900000,4,535,14000000,Approved
1346,1,Graduate,0,1200000,3400000,20,717,900000,Approved
1347,2,Graduate,1,7700000,19300000,8,735,10400000,Approved
1348,5,Graduate,1,7800000,22000000,20,528,4900000,Rejected
1349,0,Graduate,1,9400000,20000000,4,350,4700000,Rejected
1350,0,Not Graduate,0,1700000,5700000,12,422,900000,Rejected
1351,5,Graduate,0,4000000,13700000,6,496,3700000,Rejected
1352,4,Not Graduate,0,4200000,15500000,18,794,2200000,Approved
1353,2,Graduate,0,2400000,7700000,6,719,1600000,Approved
1354,3,Not Graduate,1,2700000,6100000,14,630,2300000,Approved
1355,3,Not Graduate,1,600000,1800000,4,843,400000,Approved
1356,2,Graduate,0,4600000,15600000,2,764,5800000,Approved
1357,3,Graduate,0,7200000,17700000,4,662,5300000,Approved
1358,0,Not Graduate,0,4700000,15500000,16,311,2700000,Rejected
1359,4,Not Graduate,0,4300000,10100000,2,606,5500000,Approved
1360,5,Graduate,0,4700000,10200000,16,874,7000000,Approved
1361,4,Not Graduate,1,8700000,30000000,4,370,12100000,Approved
1362,1,Graduate,0,7000000,20500000,10,414,5100000,Rejected
1363,2,Not Graduate,0,600000,1100000,10,800,900000,Approved
1364,1,Not Graduate,0,6800000,16900000,12,779,4400000,Approved
1365,1,Not Graduate,0,6400000,14100000,20,553,3600000,Approved
1366,4,Not Graduate,0,7600000,29900000,18,445,5700000,Rejected
1367,3,Not Graduate,0,9000000,21400000,8,496,12500000,Rejected
1368,0,Graduate,1,2400000,5900000,10,650,2300000,Approved
1369,3,Not Graduate,0,6800000,17900000,6,783,5500000,Approved
1370,5,Graduate,1,3500000,13500000,10,535,3100000,Rejected
1371,4,Graduate,1,8900000,34000000,20,415,12800000,Rejected
1372,0,Not Graduate,0,6000000,15300000,8,709,3500000,Approved
1373,3,Not Graduate,0,700000,2500000,14,819,900000,Approved
1374,0,Not Graduate,1,6800000,17300000,18,841,8700000,Approved
1375,4,Not Graduate,1,5300000,10700000,12,700,2900000,Approved
1376,1,Graduate,1,1400000,4200000,4,881,1300000,Approved
1377,2,Graduate,1,1400000,4600000,4,804,700000,Approved
1378,4,Not Graduate,0,9200000,21700000,6,653,8600000,Approved
1379,1,Graduate,1,7900000,29200000,2,663,10100000,Approved
1380,0,Not Graduate,0,4500000,17500000,10,495,6200000,Rejected
1381,1,Not Graduate,0,3800000,9800000,8,335,1800000,Rejected
1382,5,Graduate,1,1500000,4900000,6,618,900000,Approved
1383,3,Not Graduate,0,1200000,2400000,12,480,1700000,Rejected
1384,4,Not Graduate,0,1700000,4900000,18,843,1800000,Approved
1385,4,Graduate,0,5200000,14100000,16,483,2700000,Rejected
1386,1,Not Graduate,0,1600000,5100000,12,548,800000,Rejected
1387,4,Graduate,1,6600000,16000000,16,379,4500000,Rejected
1388,5,Not Graduate,1,9400000,26600000,20,771,11700000,Approved
1389,4,Graduate,1,300000,500000,2,353,400000,Rejected
1390,5,Not Graduate,0,4600000,11500000,16,668,5500000,Approved
1391,3,Not Graduate,1,6100000,21300000,2,387,4100000,Approved
1392,0,Not Graduate,1,1500000,4100000,12,789,1300000,Approved
1393,0,Graduate,1,400000,900000,2,855,400000,Approved
1394,0,Not Graduate,0,8700000,33600000,14,751,7000000,Approved
1395,3,Not Graduate,0,7000000,21600000,12,739,8400000,Approved
1396,4,Graduate,0,4700000,13100000,14,492,6400000,Rejected
1397,4,Not Graduate,1,7600000,23800000,16,896,6400000,Approved
1398,1,Not Graduate,1,9200000,24500000,4,545,13300000,Rejected
1399,5,Not Graduate,0,9400000,36800000,20,891,8900000,Approved
1400,0,Graduate,0,4800000,15100000,6,848,3500000,Approved
1401,3,Not Graduate,1,600000,2400000,12,884,600000,Approved
1402,3,Graduate,1,4900000,14300000,14,439,5100000,Rejected
1403,3,Graduate,1,3300000,8500000,12,586,3900000,Approved
1404,3,Graduate,1,9100000,18800000,20,308,4800000,Rejected
1405,5,Graduate,0,6100000,23500000,16,300,4800000,Rejected
1406,3,Graduate,1,8400000,19600000,2,741,8300000,Approved
1407,4,Graduate,0,7900000,31400000,8,698,5100000,Approved
1408,2,Not Graduate,1,6100000,22300000,10,733,5600000,Approved
1409,3,Not Graduate,1,2000000,4200000,16,571,1300000,Approved
1410,3,Graduate,1,9900000,29900000,20,490,7400000,Rejected
1411,2,Not Graduate,0,9500000,25400000,16,451,11400000,Rejected
1412,4,Graduate,1,1900000,6800000,6,559,1200000,Approved
1413,4,Graduate,1,6900000,21400000,10,577,6300000,Approved
1414,2,Not Graduate,1,1500000,5000000,4,613,2100000,Approved
1415,4,Not Graduate,0,1900000,3800000,20,785,1500000,Approved
1416,0,Graduate,1,2300000,6000000,8,690,2000000,Approved
1417,2,Not Graduate,0,7800000,17100000,14,351,7100000,Rejected
1418,4,Not Graduate,0,400000,1000000,10,447,300000,Rejected
1419,0,Graduate,1,9400000,19200000,20,708,13200000,Approved
1420,2,Graduate,0,9100000,21700000,12,549,12200000,Rejected
1421,1,Graduate,1,9000000,18800000,8,797,7500000,Approved
1422,4,Not Graduate,0,7100000,14300000,14,537,6100000,Rejected
1423,3,Graduate,0,800000,2500000,12,828,700000,Approved
1424,0,Graduate,1,4500000,9600000,14,471,3600000,Rejected
1425,5,Graduate,0,8500000,25400000,4,336,9000000,Rejected
1426,3,Not Graduate,1,2500000,9800000,16,424,1300000,Rejected
1427,2,Graduate,0,1500000,3300000,18,440,1800000,Rejected
1428,0,Not Graduate,0,6200000,17300000,8,583,3300000,Approved
1429,1,Not Graduate,1,1300000,2900000,6,480,1400000,Rejected
1430,5,Not Graduate,0,6600000,25800000,10,670,8500000,Approved
1431,0,Graduate,1,5300000,13700000,6,329,2800000,Rejected
1432,5,Not Graduate,0,1400000,3000000,6,754,1400000,Approved
1433,2,Not Graduate,1,2900000,7800000,18,588,4200000,Approved
1434,3,Not Graduate,0,6500000,16500000,4,551,7600000,Approved
