loan_id,no_of_dependents,education,employment_type,income_annum,loan_amount,loan_term,cibil_score,bank_asset_value,loan_status
1343,3,Not Graduate,0,2400000,8100000,72,630,2300000,Approved
1344,1,Graduate,0,9100000,31200000,48,508,7800000,Approved
1345,0,Not Graduate,1,9500000,34900000,48,535,14000000,Approved
1346,1,Graduate,0,1200000,3400000,240,717,900000,Approved
1347,2,Graduate,1,7700000,19300000,96,735,10400000,Approved
1348,5,Graduate,1,7800000,22000000,240,528,4900000,Rejected
1349,0,Graduate,1,9400000,20000000,48,350,4700000,Rejected
1350,0,Not Graduate,0,1700000,5700000,144,422,900000,Rejected
1351,5,Graduate,0,4000000,13700000,72,496,3700000,Rejected
1352,4,Not Graduate,0,4200000,15500000,216,794,2200000,Approved
1353,2,Graduate,0,2400000,7700000,72,719,1600000,Approved
1354,3,Not Graduate,1,2700000,6100000,168,630,2300000,Approved
1355,3,Not Graduate,1,600000,1800000,48,843,400000,Approved
1356,2,Graduate,0,4600000,15600000,24,764,5800000,Approved
1357,3,Graduate,0,7200000,17700000,48,662,5300000,Approved
1358,0,Not Graduate,0,4700000,15500000,192,311,2700000,Rejected
1359,4,Not Graduate,0,4300000,10100000,24,606,5500000,Approved
1360,5,Graduate,0,4700000,10200000,192,874,7000000,Approved
1361,4,Not Graduate,1,8700000,30000000,48,370,12100000,Approved
1362,1,Graduate,0,7000000,20500000,120,414,5100000,Rejected
1363,2,Not Graduate,0,600000,1100000,120,800,900000,Approved
1364,1,Not Graduate,0,6800000,16900000,144,779,4400000,Approved
1365,1,Not Graduate,0,6400000,14100000,240,553,3600000,Approved
1366,4,Not Graduate,0,7600000,29900000,216,445,5700000,Rejected
1367,3,Not Graduate,0,9000000,21400000,96,496,12500000,Rejected
1368,0,Graduate,1,2400000,5900000,120,650,2300000,Approved
1369,3,Not Graduate,0,6800000,17900000,72,783,5500000,Approved
1370,5,Graduate,1,3500000,13500000,120,535,3100000,Rejected
1371,4,Graduate,1,8900000,34000000,240,415,12800000,Rejected
1372,0,Not Graduate,0,6000000,15300000,96,709,3500000,Approved
1373,3,Not Graduate,0,700000,2500000,168,819,900000,Approved
1374,0,Not Graduate,1,6800000,17300000,216,841,8700000,Approved
1375,4,Not Graduate,1,5300000,10700000,144,700,2900000,Approved
1376,1,Graduate,1,1400000,4200000,48,881,1300000,Approved
1377,2,Graduate,1,1400000,4600000,48,804,700000,Approved
1378,4,Not Graduate,0,9200000,21700000,72,653,8600000,Approved
1379,1,Graduate,1,7900000,29200000,24,663,10100000,Approved
1380,0,Not Graduate,0,4500000,17500000,120,495,6200000,Rejected
1381,1,Not Graduate,0,3800000,9800000,96,335,1800000,Rejected
1382,5,Graduate,1,1500000,4900000,72,618,900000,Approved
1383,3,Not Graduate,0,1200000,2400000,144,480,1700000,Rejected
1384,4,Not Graduate,0,1700000,4900000,216,843,1800000,Approved
1385,4,Graduate,0,5200000,14100000,192,483,2700000,Rejected
1386,1,Not Graduate,0,1600000,5100000,144,548,800000,Rejected
1387,4,Graduate,1,6600000,16000000,192,379,4500000,Rejected
1388,5,Not Graduate,1,9400000,26600000,240,771,11700000,Approved
1389,4,Graduate,1,300000,500000,24,353,400000,Rejected
1390,5,Not Graduate,0,4600000,11500000,192,668,5500000,Approved
1391,3,Not Graduate,1,6100000,21300000,24,387,4100000,Approved
1392,0,Not Graduate,1,1500000,4100000,144,789,1300000,Approved
1393,0,Graduate,1,400000,900000,24,855,400000,Approved
1394,0,Not Graduate,0,8700000,33600000,168,751,7000000,Approved
1395,3,Not Graduate,0,7000000,21600000,144,739,8400000,Approved
1396,4,Graduate,0,4700000,13100000,168,492,6400000,Rejected
1397,4,Not Graduate,1,7600000,23800000,192,896,6400000,Approved
1398,1,Not Graduate,1,9200000,24500000,48,545,13300000,Rejected
1399,5,Not Graduate,0,9400000,36800000,240,891,8900000,Approved
1400,0,Graduate,0,4800000,15100000,72,848,3500000,Approved
1401,3,Not Graduate,1,600000,2400000,144,884,600000,Approved
1402,3,Graduate,1,4900000,14300000,168,439,5100000,Rejected
1403,3,Graduate,1,3300000,8500000,144,586,3900000,Approved
1404,3,Graduate,1,9100000,18800000,240,308,4800000,Rejected
1405,5,Graduate,0,6100000,23500000,192,300,4800000,Rejected
1406,3,Graduate,1,8400000,19600000,24,741,8300000,Approved
1407,4,Graduate,0,7900000,31400000,96,698,5100000,Approved
1408,2,Not Graduate,1,6100000,22300000,120,733,5600000,Approved
1409,3,Not Graduate,1,2000000,4200000,192,571,1300000,Approved
1410,3,Graduate,1,9900000,29900000,240,490,7400000,Rejected
1411,2,Not Graduate,0,9500000,25400000,192,451,11400000,Rejected
1412,4,Graduate,1,1900000,6800000,72,559,1200000,Approved
1413,4,Graduate,1,6900000,21400000,120,577,6300000,Approved
1414,2,Not Graduate,1,1500000,5000000,48,613,2100000,Approved
1415,4,Not Graduate,0,1900000,3800000,240,785,1500000,Approved
1416,0,Graduate,1,2300000,6000000,96,690,2000000,Approved
1417,2,Not Graduate,0,7800000,17100000,168,351,7100000,Rejected
1418,4,Not Graduate,0,400000,1000000,120,447,300000,Rejected
1419,0,Graduate,1,9400000,19200000,240,708,13200000,Approved
1420,2,Graduate,0,9100000,21700000,144,549,12200000,Rejected
1421,1,Graduate,1,9000000,18800000,96,797,7500000,Approved
1422,4,Not Graduate,0,7100000,14300000,168,537,6100000,Rejected
1423,3,Graduate,0,800000,2500000,144,828,700000,Approved
1424,0,Graduate,1,4500000,9600000,168,471,3600000,Rejected
1425,5,Graduate,0,8500000,25400000,48,336,9000000,Rejected
1426,3,Not Graduate,1,2500000,9800000,192,424,1300000,Rejected
1427,2,Graduate,0,1500000,3300000,216,440,1800000,Rejected
1428,0,Not Graduate,0,6200000,17300000,96,583,3300000,Approved
1429,1,Not Graduate,1,1300000,2900000,72,480,1400000,Rejected
1430,5,Not Graduate,0,6600000,25800000,120,670,8500000,Approved
1431,0,Graduate,1,5300000,13700000,72,329,2800000,Rejected
1432,5,Not Graduate,0,1400000,3000000,72,754,1400000,Approved
1433,2,Not Graduate,1,2900000,7800000,216,588,4200000,Approved
1434,3,Not Graduate,0,6500000,16500000,48,551,7600000,Approved
1435,3,Graduate,0,8300000,18900000,48,316,8200000,Rejected
1436,2,Not Graduate,1,8900000,32200000,144,382,5400000,Rejected
1437,3,Graduate,0,5300000,15000000,72,717,5300000,Approved
1438,0,Graduate,0,2800000,7300000,72,676,3200000,Approved
1439,1,Not Graduate,0,8000000,27800000,72,667,9900000,Approved
1440,3,Not Graduate,0,3900000,10500000,240,821,3900000,Approved
1441,0,Graduate,0,6200000,20100000,240,345,4100000,Rejected
1442,3,Not Graduate,1,5900000,19200000,120,442,4700000,Rejected
1443,1,Graduate,1,6000000,23300000,144,672,6400000,Approved
1444,3,Not Graduate,1,9100000,29300000,24,508,11900000,Approved
1445,5,Graduate,1,3400000,12300000,120,615,3500000,Approved
1446,1,Graduate,1,1800000,4400000,96,689,1600000,Approved
1447,1,Graduate,0,300000,1200000,216,747,200000,Rejected
1448,1,Graduate,1,9000000,22800000,120,412,4700000,Rejected
1449,1,Graduate,0,6400000,16900000,24,703,7400000,Approved
1450,5,Not Graduate,0,5800000,22200000,192,884,8500000,Approved
1451,5,Graduate,1,2600000,8600000,216,651,2600000,Approved
1452,4,Not Graduate,0,6600000,17300000,168,793,3900000,Approved
1453,2,Not Graduate,0,6100000,21800000,48,407,5800000,Approved
1454,2,Not Graduate,0,4100000,11100000,96,390,3400000,Rejected
1455,3,Not Graduate,1,300000,1000000,144,469,300000,Rejected
1456,4,Graduate,0,4700000,10400000,72,373,5400000,Rejected
1457,4,Graduate,1,1500000,5800000,24,304,1400000,Approved
1458,5,Not Graduate,0,2700000,8300000,96,833,3300000,Approved
1459,2,Graduate,0,6900000,20900000,24,302,9200000,Approved
1460,0,Graduate,0,7600000,28700000,72,397,3800000,Rejected
1461,1,Graduate,0,4100000,10000000,72,891,3600000,Approved
1462,3,Not Graduate,0,4100000,12200000,24,457,4900000,Rejected
1463,4,Not Graduate,0,1600000,3200000,192,657,1200000,Approved
1464,2,Not Graduate,1,400000,1400000,24,480,200000,Approved
1465,5,Graduate,1,4400000,17300000,240,840,2300000,Approved
1466,2,Not Graduate,1,3800000,8000000,144,866,1900000,Approved
1467,0,Not Graduate,0,4300000,17000000,96,619,3900000,Approved
1468,1,Graduate,1,9000000,33500000,24,748,11500000,Approved
1469,3,Not Graduate,1,9500000,25500000,144,881,8900000,Approved
1470,2,Graduate,1,6900000,13900000,96,829,4600000,Approved
1471,3,Not Graduate,0,4300000,11100000,72,312,3300000,Rejected
1472,3,Not Graduate,0,6600000,21400000,120,467,5200000,Rejected
1473,1,Graduate,1,5200000,14300000,216,650,3600000,Approved
1474,3,Graduate,1,400000,1100000,72,711,100000,Approved
1475,4,Not Graduate,0,1300000,4100000,216,886,600000,Approved
1476,5,Not Graduate,0,9700000,28400000,48,494,10000000,Rejected
1477,2,Graduate,1,5400000,10900000,168,741,5600000,Approved
1478,4,Not Graduate,0,1200000,3300000,144,876,1000000,Approved
1479,0,Graduate,1,7000000,26400000,168,610,5300000,Approved
1480,5,Graduate,0,7600000,26000000,72,778,10900000,Approved
1481,5,Graduate,1,700000,1800000,168,571,400000,Approved
1482,3,Graduate,1,7500000,25100000,216,554,4700000,Approved
1483,0,Not Graduate,1,2300000,6200000,96,712,1500000,Approved
1484,5,Not Graduate,1,5600000,11500000,48,695,7800000,Approved
1485,0,Not Graduate,1,5400000,10900000,240,366,4800000,Rejected
1486,1,Not Graduate,1,1800000,5500000,120,426,1600000,Rejected
1487,0,Not Graduate,0,2900000,6900000,120,320,1500000,Rejected
1488,3,Not Graduate,1,1400000,4600000,96,543,2000000,Rejected
1489,2,Graduate,0,2800000,11000000,192,525,2400000,Rejected
1490,0,Not Graduate,1,3300000,13100000,144,812,4300000,Approved
1491,0,Not Graduate,0,7000000,25300000,168,697,6700000,Approved
1492,1,Not Graduate,0,3900000,15100000,144,527,3800000,Rejected
1493,1,Not Graduate,0,5700000,17200000,48,512,3000000,Approved
1494,0,Graduate,0,4100000,9200000,48,671,4900000,Approved
1495,1,Graduate,1,2200000,8700000,240,539,2600000,Rejected
1496,5,Not Graduate,0,2200000,7200000,120,532,1600000,Rejected
1497,3,Not Graduate,1,2500000,7700000,192,485,3200000,Rejected
1498,0,Not Graduate,1,900000,2100000,72,521,700000,Rejected
1499,1,Not Graduate,0,2900000,7400000,120,874,3300000,Approved
1500,2,Not Graduate,0,9800000,22900000,120,788,14000000,Approved
1501,2,Not Graduate,0,5200000,14800000,144,659,4100000,Approved
1502,1,Graduate,1,8600000,19600000,192,498,5300000,Rejected
1503,2,Graduate,1,4800000,13200000,240,310,4200000,Rejected
1504,0,Graduate,0,2000000,4700000,72,785,1700000,Approved
1505,0,Graduate,0,3600000,8700000,120,309,3300000,Rejected
1506,3,Not Graduate,1,5300000,19600000,24,433,3000000,Approved
1507,1,Not Graduate,1,400000,1300000,216,801,600000,Approved
1508,3,Graduate,1,6500000,22400000,72,488,6800000,Rejected
1509,0,Not Graduate,1,2300000,6000000,192,756,1200000,Approved
1510,3,Graduate,0,1000000,2800000,48,757,900000,Approved
1511,5,Not Graduate,0,3200000,10100000,72,828,3000000,Approved
1512,3,Graduate,1,3400000,7200000,144,733,2200000,Approved
1513,0,Not Graduate,0,9600000,38200000,96,421,13800000,Rejected
1514,3,Not Graduate,0,5300000,20300000,48,872,7600000,Approved
1515,3,Graduate,0,4700000,17400000,120,393,5300000,Rejected
1516,3,Graduate,0,9700000,37800000,144,700,11900000,Approved
1517,5,Graduate,0,8800000,21600000,216,613,8400000,Approved
1518,5,Graduate,0,5900000,13400000,72,455,6900000,Rejected
1519,4,Graduate,1,2400000,7100000,192,871,3500000,Approved
1520,4,Graduate,1,7900000,21500000,192,497,7700000,Rejected
1521,0,Graduate,0,1400000,2700000,24,649,1100000,Approved
1522,0,Graduate,1,3500000,10000000,168,709,5000000,Approved
1523,4,Graduate,0,3400000,13500000,144,705,4900000,Approved
1524,2,Graduate,0,6100000,23600000,24,476,3800000,Approved
1525,2,Not Graduate,1,3000000,7100000,48,819,2100000,Approved
1526,5,Not Graduate,1,3400000,9400000,192,535,3200000,Rejected
1527,0,Graduate,1,400000,1200000,168,889,200000,Approved
1528,0,Graduate,0,5900000,11800000,144,468,6200000,Rejected
1529,5,Graduate,1,400000,800000,24,759,300000,Approved
1530,3,Graduate,1,9000000,33600000,24,426,11900000,Approved
1531,0,Graduate,1,8800000,23600000,96,712,11100000,Approved
1532,4,Graduate,1,2000000,4700000,24,615,3000000,Approved
1533,2,Graduate,0,4700000,14000000,144,784,6900000,Approved
1534,4,Not Graduate,0,2700000,6100000,192,677,3800000,Approved
1535,1,Not Graduate,0,2600000,7900000,144,306,3300000,Rejected
1536,1,Not Graduate,1,9000000,25400000,192,655,7200000,Approved
1537,4,Not Graduate,0,5100000,19400000,96,755,5300000,Approved
1538,2,Graduate,0,6600000,25800000,216,598,5900000,Approved
1539,2,Graduate,0,4400000,9800000,216,712,6400000,Approved
1540,4,Not Graduate,1,1500000,4600000,72,524,1400000,Rejected
1541,1,Not Graduate,0,6200000,23100000,192,838,7000000,Approved
1542,4,Graduate,1,900000,2900000,72,560,900000,Approved
1543,3,Not Graduate,0,7700000,26400000,144,759,10800000,Approved
1544,2,Graduate,1,600000,2400000,72,454,300000,Rejected
1545,4,Not Graduate,0,4300000,16500000,48,539,2100000,Approved
1546,2,Not Graduate,1,8200000,27800000,192,827,10700000,Approved
1547,0,Not Graduate,0,3500000,11900000,144,686,2500000,Approved
1548,1,Graduate,1,9900000,34100000,168,371,6200000,Rejected
1549,5,Graduate,0,700000,1900000,48,784,600000,Approved
1550,1,Graduate,1,2100000,7300000,192,826,1400000,Approved
1551,2,Not Graduate,0,3200000,10500000,144,502,4500000,Rejected
1552,0,Graduate,0,2900000,7800000,96,367,3600000,Rejected
1553,0,Not Graduate,0,7000000,18300000,72,541,8300000,Rejected
1554,1,Graduate,0,3700000,13600000,192,608,2800000,Approved
1555,3,Not Graduate,1,4500000,13100000,144,570,5800000,Approved
1556,3,Graduate,0,200000,800000,216,752,200000,Approved
1557,5,Not Graduate,1,5600000,20500000,96,873,7800000,Approved
1558,5,Graduate,0,5400000,18600000,24,538,4000000,Approved
1559,4,Not Graduate,0,300000,1000000,120,819,200000,Approved
1560,1,Graduate,1,7500000,29800000,216,770,8700000,Approved
1561,5,Not Graduate,1,2500000,9600000,72,345,2600000,Rejected
1562,4,Graduate,1,3100000,8100000,144,730,4500000,Approved
1563,1,Graduate,1,7600000,19300000,240,835,8200000,Approved
1564,3,Not Graduate,1,500000,1700000,24,811,200000,Approved
1565,2,Not Graduate,0,2700000,5900000,168,662,3800000,Approved
1566,2,Not Graduate,1,3500000,13300000,48,420,2300000,Approved
1567,5,Not Graduate,0,3700000,11700000,48,413,2700000,Approved
1568,2,Not Graduate,1,5600000,20000000,120,367,6000000,Rejected
1569,5,Not Graduate,1,4800000,16400000,168,390,4000000,Rejected
1570,4,Not Graduate,1,5200000,12200000,24,602,7700000,Approved
1571,3,Graduate,0,2900000,11500000,192,843,4300000,Approved
1572,1,Graduate,0,2700000,6800000,240,713,1900000,Approved
1573,3,Graduate,0,5000000,16200000,96,591,5000000,Approved
1574,2,Not Graduate,1,2700000,9400000,168,701,1900000,Approved
1575,4,Not Graduate,1,2800000,10000000,144,655,3300000,Approved
1576,3,Not Graduate,1,7300000,20000000,216,720,9800000,Approved
1577,0,Graduate,1,5900000,15100000,120,794,5400000,Approved
1578,0,Graduate,0,8100000,21300000,24,392,11000000,Rejected
1579,3,Graduate,1,1900000,7100000,72,583,2000000,Approved
1580,5,Graduate,0,1800000,6800000,216,457,1400000,Rejected
1581,0,Not Graduate,1,7600000,17800000,168,570,9900000,Approved
1582,1,Graduate,0,9100000,30100000,168,890,7500000,Approved
1583,2,Not Graduate,1,5300000,12300000,168,472,3300000,Rejected
1584,2,Not Graduate,0,3700000,10900000,144,788,2600000,Approved
1585,0,Not Graduate,0,9500000,35300000,72,605,7000000,Approved
1586,3,Graduate,0,8300000,30500000,120,473,11800000,Rejected
1587,5,Graduate,0,6400000,21500000,192,728,9600000,Approved
1588,5,Graduate,1,5300000,17800000,192,505,4100000,Rejected
1589,0,Graduate,1,5600000,19300000,72,407,8400000,Rejected
1590,1,Graduate,1,900000,1700000,216,464,700000,Rejected
1591,0,Graduate,1,2400000,7200000,240,514,1800000,Rejected
1592,1,Graduate,0,9500000,23000000,120,627,9100000,Approved
1593,2,Not Graduate,1,7400000,14900000,240,627,10300000,Approved
1594,4,Not Graduate,1,1500000,3200000,120,858,1700000,Approved
1595,3,Graduate,1,8800000,30200000,96,607,5900000,Approved
1596,5,Not Graduate,1,4900000,14300000,48,663,5500000,Approved
1597,1,Not Graduate,1,8100000,26900000,72,522,4200000,Rejected
1598,2,Not Graduate,1,2300000,9100000,240,610,3400000,Approved
1599,5,Not Graduate,1,3000000,6600000,192,462,3600000,Rejected
1600,2,Not Graduate,1,3900000,9300000,96,591,3300000,Approved
1601,4,Graduate,1,1700000,6500000,240,636,2300000,Approved
1602,0,Not Graduate,1,2100000,4900000,120,359,1000000,Rejected
1603,4,Graduate,1,9700000,25000000,48,542,13400000,Rejected
1604,5,Not Graduate,1,3500000,11800000,48,642,3600000,Approved
1605,5,Not Graduate,1,1500000,5500000,48,414,1200000,Approved
1606,3,Not Graduate,1,8800000,26200000,240,865,12500000,Approved
1607,3,Graduate,0,900000,3100000,120,369,500000,Rejected
1608,0,Graduate,1,3500000,10800000,168,838,1700000,Approved
1609,5,Not Graduate,0,5500000,21200000,48,582,3100000,Approved
1610,5,Not Graduate,1,9800000,23200000,120,416,8500000,Rejected
1611,5,Graduate,0,2100000,5500000,240,705,1200000,Approved
1612,0,Graduate,0,1800000,5700000,216,306,1700000,Rejected
1613,5,Graduate,1,5800000,13000000,96,851,4100000,Approved
1614,5,Graduate,0,6700000,17200000,216,613,7100000,Approved
1615,3,Graduate,0,4300000,16300000,120,366,5500000,Rejected
1616,1,Graduate,0,1200000,2800000,144,431,900000,Rejected
1617,5,Not Graduate,1,9700000,25900000,24,754,6700000,Approved
1618,5,Graduate,1,5400000,11200000,120,447,6000000,Rejected
1619,1,Not Graduate,1,5300000,14100000,168,510,7800000,Rejected
1620,1,Graduate,0,7300000,24200000,240,324,9000000,Rejected
1621,5,Graduate,0,9500000,19200000,24,523,6700000,Rejected
1622,0,Not Graduate,1,7200000,15600000,24,362,5900000,Rejected
1623,3,Graduate,1,9000000,32900000,72,657,12000000,Approved
1624,5,Not Graduate,0,6500000,23300000,144,790,9500000,Approved
1625,1,Graduate,1,9500000,30500000,216,500,5500000,Rejected
1626,2,Not Graduate,1,9900000,33200000,48,465,5000000,Approved
1627,4,Not Graduate,0,2900000,8700000,72,409,2200000,Rejected
1628,4,Graduate,1,700000,1800000,240,626,300000,Approved
1629,5,Not Graduate,0,4200000,13400000,192,545,3500000,Rejected
1630,3,Not Graduate,0,4200000,11400000,120,654,5700000,Approved
1631,0,Not Graduate,0,7600000,26500000,72,515,4000000,Rejected
1632,2,Graduate,1,7100000,18800000,144,838,4900000,Approved
1633,1,Not Graduate,1,4700000,16000000,168,406,3300000,Rejected
1634,0,Graduate,1,9800000,23200000,120,573,14600000,Approved
1635,0,Graduate,1,9800000,38700000,24,611,6000000,Approved
1636,0,Not Graduate,0,5100000,13400000,192,649,3900000,Approved
1637,0,Not Graduate,1,3300000,7700000,144,775,4200000,Approved
1638,3,Graduate,0,4500000,12500000,144,469,3400000,Rejected
1639,0,Graduate,1,3900000,12800000,216,587,5000000,Approved
1640,3,Graduate,1,3200000,9900000,120,316,3600000,Rejected
1641,2,Graduate,0,3200000,10400000,120,556,4500000,Approved
1642,2,Not Graduate,0,9600000,31200000,144,578,13500000,Approved
1643,2,Not Graduate,1,8700000,18900000,24,554,11500000,Approved
1644,2,Not Graduate,1,1900000,6800000,72,892,900000,Approved
1645,2,Not Graduate,1,2900000,10200000,120,315,1600000,Rejected
1646,0,Not Graduate,0,6200000,12900000,120,695,4200000,Approved
1647,0,Not Graduate,0,5900000,20300000,48,806,4800000,Approved
1648,4,Not Graduate,1,3200000,12800000,96,638,3800000,Approved
1649,1,Not Graduate,1,1300000,5000000,48,610,900000,Approved
1650,2,Not Graduate,1,1300000,3200000,48,810,800000,Approved
1651,1,Graduate,0,8700000,33200000,48,866,10500000,Approved
1652,3,Not Graduate,0,6300000,23800000,120,760,8800000,Approved
1653,3,Graduate,0,4300000,11200000,72,556,5100000,Approved
1654,3,Not Graduate,1,6400000,23500000,144,684,7400000,Approved
1655,5,Not Graduate,1,7700000,25800000,216,578,10600000,Approved
1656,2,Not Graduate,0,6900000,23900000,144,814,6000000,Approved
1657,0,Not Graduate,0,4200000,14800000,240,510,2600000,Rejected
1658,4,Not Graduate,0,3900000,9000000,24,674,3100000,Approved
1659,0,Graduate,1,2000000,4900000,168,570,1300000,Approved
1660,1,Not Graduate,0,500000,1700000,24,680,700000,Approved
1661,0,Graduate,0,3500000,8800000,144,803,3400000,Approved
1662,2,Not Graduate,1,3100000,10700000,192,357,3800000,Rejected
1663,3,Not Graduate,1,4900000,19000000,48,575,4600000,Approved
1664,1,Not Graduate,0,1000000,3600000,48,546,500000,Approved
1665,2,Graduate,0,6700000,21400000,96,370,8600000,Rejected
1666,1,Graduate,0,4100000,9400000,72,713,3100000,Approved
1667,4,Not Graduate,1,1600000,3800000,24,896,2000000,Approved
1668,3,Graduate,1,2400000,9200000,168,626,2000000,Approved
1669,0,Graduate,0,2200000,6400000,48,854,1300000,Approved
1670,4,Graduate,0,3200000,8400000,216,802,4700000,Approved
1671,4,Not Graduate,1,1600000,4400000,240,382,1900000,Rejected
1672,2,Not Graduate,0,3900000,14900000,72,415,4600000,Rejected
1673,5,Graduate,1,2000000,6300000,48,366,2800000,Approved
1674,1,Graduate,1,7600000,25400000,120,595,11000000,Approved
1675,1,Not Graduate,0,9800000,21300000,24,356,14600000,Rejected
1676,5,Not Graduate,0,7900000,29900000,72,568,8700000,Approved
1677,1,Graduate,0,1600000,4000000,120,615,1400000,Approved
1678,1,Graduate,1,6400000,13900000,144,313,4900000,Rejected
1679,1,Graduate,1,6400000,17900000,72,575,5300000,Approved
1680,4,Graduate,0,1600000,5500000,120,577,1400000,Approved
1681,0,Graduate,0,9200000,30700000,120,455,5200000,Rejected
1682,1,Not Graduate,0,7800000,24900000,72,500,4500000,Rejected
1683,1,Not Graduate,1,4000000,9400000,96,509,5500000,Rejected
1684,2,Not Graduate,1,6100000,19400000,96,379,4100000,Rejected
1685,5,Graduate,0,7100000,14500000,168,664,9200000,Approved
1686,0,Not Graduate,1,2500000,9900000,72,623,1800000,Approved
1687,5,Graduate,0,3200000,8700000,192,558,1800000,Approved
1688,4,Graduate,0,1700000,4300000,216,580,1700000,Approved
1689,4,Graduate,0,6300000,17600000,72,612,3200000,Approved
1690,4,Graduate,1,700000,2400000,168,705,700000,Approved
1691,4,Graduate,1,1100000,2700000,216,301,1500000,Rejected
1692,1,Not Graduate,1,8900000,32000000,192,711,5200000,Approved
1693,3,Graduate,0,300000,700000,240,735,400000,Approved
1694,1,Not Graduate,0,2200000,5200000,168,682,1800000,Approved
1695,3,Not Graduate,0,3400000,13500000,120,348,4700000,Rejected
1696,0,Graduate,1,7900000,23500000,240,750,4000000,Approved
1697,3,Not Graduate,1,5800000,18200000,192,835,7900000,Approved
1698,0,Graduate,1,9400000,20000000,72,389,10200000,Rejected
1699,2,Graduate,0,4800000,18900000,48,866,5900000,Approved
1700,3,Not Graduate,0,7600000,26600000,48,689,8600000,Approved
1701,0,Not Graduate,0,5900000,17600000,192,645,8600000,Approved
1702,1,Graduate,1,4300000,10100000,24,797,4700000,Approved
1703,5,Graduate,0,6100000,17800000,72,849,7800000,Approved
1704,5,Graduate,0,5400000,19700000,240,423,7300000,Rejected
1705,1,Not Graduate,1,5200000,11200000,24,370,6400000,Rejected
1706,5,Not Graduate,0,8500000,31300000,144,378,8800000,Rejected
1707,4,Not Graduate,0,900000,1900000,240,417,900000,Rejected
1708,1,Not Graduate,0,1400000,4100000,240,530,1900000,Rejected
1709,1,Not Graduate,1,2400000,9300000,240,543,3400000,Rejected
1710,4,Graduate,0,6300000,15000000,216,750,7700000,Approved
1711,1,Graduate,0,3100000,7600000,240,346,4400000,Rejected
1712,4,Graduate,1,6900000,19000000,168,330,8400000,Rejected
1713,2,Not Graduate,1,3000000,7400000,120,712,3800000,Approved
1714,0,Not Graduate,0,3100000,10100000,168,376,4300000,Rejected
1715,4,Not Graduate,0,600000,1200000,168,338,500000,Rejected
1716,4,Not Graduate,1,4700000,13700000,168,600,5000000,Approved
1717,1,Graduate,0,2500000,6900000,240,495,3700000,Rejected
1718,0,Graduate,0,9700000,30400000,48,300,9200000,Approved
1719,4,Not Graduate,1,7600000,20000000,216,691,11200000,Approved
1720,1,Graduate,0,8400000,24700000,96,519,6000000,Rejected
1721,3,Graduate,1,3800000,15100000,240,540,3600000,Rejected
1722,3,Not Graduate,1,3100000,11400000,192,562,3100000,Approved
1723,2,Not Graduate,0,5700000,21300000,120,323,5100000,Rejected
1724,1,Graduate,1,5500000,19700000,120,312,3300000,Rejected
1725,1,Not Graduate,1,200000,600000,24,511,200000,Approved
1726,3,Not Graduate,1,3700000,13800000,120,621,5300000,Approved
1727,2,Not Graduate,1,1600000,4300000,240,512,900000,Rejected
1728,4,Graduate,0,3900000,11000000,24,786,2100000,Approved
1729,3,Not Graduate,1,700000,1600000,216,303,600000,Rejected
1730,3,Graduate,1,5800000,16700000,216,633,3700000,Approved
1731,4,Graduate,1,3800000,14000000,72,711,3100000,Approved
1732,2,Graduate,0,6400000,16900000,192,472,4500000,Rejected
1733,1,Graduate,1,5500000,12100000,48,350,6900000,Rejected
1734,1,Not Graduate,1,6800000,13700000,120,879,6800000,Approved
1735,4,Not Graduate,0,6700000,13400000,120,436,7500000,Rejected
1736,1,Graduate,1,5300000,11500000,168,848,5700000,Approved
1737,2,Graduate,0,6600000,23200000,192,555,3300000,Approved
1738,2,Graduate,0,6600000,13100000,240,885,6200000,Approved
1739,0,Not Graduate,0,7600000,25200000,72,888,7500000,Approved
1740,4,Not Graduate,1,2500000,6100000,240,478,3200000,Rejected
1741,4,Not Graduate,0,1100000,2500000,48,603,500000,Approved
1742,1,Not Graduate,0,2300000,8200000,96,784,1100000,Approved
1743,1,Graduate,1,3300000,11700000,48,682,1600000,Approved
1744,4,Graduate,1,2600000,5900000,72,471,3400000,Rejected
1745,4,Not Graduate,1,9300000,36700000,240,808,7100000,Approved
1746,4,Not Graduate,0,5300000,18500000,96,470,4900000,Rejected
1747,2,Not Graduate,0,5400000,13800000,240,574,3700000,Approved
1748,4,Not Graduate,1,3500000,12000000,96,314,2700000,Rejected
1749,2,Graduate,0,4200000,10200000,168,407,2500000,Rejected
1750,0,Not Graduate,1,9200000,34900000,48,702,9800000,Approved
1751,2,Graduate,0,4300000,9800000,24,499,5100000,Rejected
1752,1,Graduate,1,7500000,19900000,120,669,7300000,Approved
1753,5,Not Graduate,1,5400000,18800000,240,326,3200000,Rejected
1754,3,Not Graduate,0,5500000,16200000,216,778,6100000,Approved
1755,2,Not Graduate,1,2100000,4500000,24,787,2100000,Approved
1756,0,Graduate,0,3700000,12300000,192,831,2400000,Approved
1757,0,Graduate,0,8800000,32900000,216,576,5600000,Approved
1758,5,Not Graduate,0,5800000,22800000,144,600,5700000,Approved
1759,4,Graduate,0,7900000,30600000,24,569,7400000,Approved
1760,1,Not Graduate,1,3100000,6300000,240,867,4000000,Approved
1761,0,Not Graduate,0,4100000,14500000,144,441,3900000,Rejected
1762,2,Not Graduate,1,9800000,32700000,24,304,8600000,Approved
